"FriendlyName","Class","Manufacturer","Status","Problem","InstanceId"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\C"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\B"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\7"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\2"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\1"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\0"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\3"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\6"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\5"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\4"
"Intel RST VMD Controller 7D0B","SCSIAdapter","Intel Corporation","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7D0B&SUBSYS_0CE81028&REV_00\3&11583659&0&70"
"Intel RST VMD Managed Controller 09AB","SCSIAdapter","Intel Corporation","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_09AB&SUBSYS_0CE81028&REV_00\3&11583659&0&30"
"Microsoft Storage Spaces Controller","SCSIAdapter","Microsoft","OK","CM_PROB_NONE","ROOT\SPACEPORT\0000"
"Trusted Platform Module 2.0","SecurityDevices","(Standard)","OK","CM_PROB_NONE","ACPI\STM0176\2&DABA3FF&0"
"HID Sensor Collection V2","Sensor","Microsoft","OK","CM_PROB_NONE","HID\VID_8087&PID_0AC2\7&1B7BE250&0&0000"
"Cirrus Logic Audio Background Process Service Extension","SoftwareComponent","Cirrus Logic, Inc.","Unknown","CM_PROB_PHANTOM","SWD\DRIVERENUM\{B40146ED-D625-48CD-8DCB-36441AB5A116}#CLABPSRV&9&200D8058&0"
"Cirrus Logic Audio Background Process Service Extension","SoftwareComponent","Cirrus Logic, Inc.","OK","CM_PROB_NONE","SWD\DRIVERENUM\{B40146ED-D625-48CD-8DCB-36441AB5A116}#CLABPSRV&9&18512C2D&0"
"Cirrus Logic Audio Background Process Service Extension","SoftwareComponent","Cirrus Logic, Inc.","OK","CM_PROB_NONE","SWD\DRIVERENUM\{B40146ED-D625-48CD-8DCB-36441AB5A116}#CLABPSRV&9&1AB69CBC&0"
"Cirrus Logic Global Mic Mute Service Component","SoftwareComponent","Cirrus Logic, Inc.","OK","CM_PROB_NONE","SWD\DRIVERENUM\{EBF04DFA-3A1B-4E2E-8CFA-5D2BDB215DCA}#CSGMMUTESRV&7&2796BA65&0"
"Cirrus Logic Legacy Logging Service Component","SoftwareComponent","Cirrus Logic, Inc.","OK","CM_PROB_NONE","SWD\DRIVERENUM\{A41C0E73-385F-43F3-9ABE-4455C4E152EF}#CLOGGERSRV&7&2796BA65&0"
"Dell Display and Peripheral Manager Software","SoftwareComponent","Dell Technologies Inc.","Unknown","CM_PROB_PHANTOM","SWD\DRIVERENUM\DPMAUTOINSTALLDRIVER_DEVICE_COMPONENT&8&894AD83&0"
"Dell Display and Peripheral Manager Software","SoftwareComponent","Dell Technologies Inc.","Unknown","CM_PROB_PHANTOM","SWD\DRIVERENUM\DPMAUTOINSTALLDRIVER_DEVICE_COMPONENT&8&3095C9EA&0"
"Dell Display and Peripheral Manager Software","SoftwareComponent","Dell Technologies Inc.","Unknown","CM_PROB_PHANTOM","SWD\DRIVERENUM\DPMAUTOINSTALLDRIVER_DEVICE_COMPONENT&8&1FE6394F&0"
"Dell Display and Peripheral Manager Software","SoftwareComponent","Dell Technologies Inc.","Unknown","CM_PROB_PHANTOM","SWD\DRIVERENUM\DPMAUTOINSTALLDRIVER_DEVICE_COMPONENT&8&30751357&0"
"Dell Display and Peripheral Manager Software","SoftwareComponent","Dell Technologies Inc.","Unknown","CM_PROB_PHANTOM","SWD\DRIVERENUM\DPMAUTOINSTALLDRIVER_DEVICE_COMPONENT&9&15273FE1&0"
"Dell Display and Peripheral Manager Software","SoftwareComponent","Dell Technologies Inc.","Unknown","CM_PROB_PHANTOM","SWD\DRIVERENUM\DPMAUTOINSTALLDRIVER_DEVICE_COMPONENT&A&21B20916&0"
"Dell Display and Peripheral Manager Software","SoftwareComponent","Dell Technologies Inc.","OK","CM_PROB_NONE","SWD\DRIVERENUM\DPMAUTOINSTALLDRIVER_DEVICE_COMPONENT&8&14A6B64A&0"
"Dell Display and Peripheral Manager Software","SoftwareComponent","Dell Technologies Inc.","Unknown","CM_PROB_PHANTOM","SWD\DRIVERENUM\DPMAUTOINSTALLDRIVER_DEVICE_COMPONENT&9&2E13A1C2&0"
"Intel(R) Dynamic Tuning Technology Device Extension Component","SoftwareComponent","Intel","OK","CM_PROB_NONE","SWD\DRIVERENUM\{BC7814A1-A80E-44B3-87C6-652EAC676387}#DTTEXTCOMPONENT&4&23556E4&0"
"Intel(R) Graphics Software","SoftwareComponent","Intel Corporation","OK","CM_PROB_NONE","SWD\DRIVERENUM\IGS&4&20B8D095&0"
"Intel(R) IPF Providers for GPU telemetry and controls","SoftwareComponent","Intel","OK","CM_PROB_NONE","SWD\DRIVERENUM\{24016F90-83D3-41B2-A8CF-5ACFAD05B529}#IPFEFPROVIDERCOMPONENT&5&2C393730&0"
"Intel(R) Management Engine WMI Provider","SoftwareComponent","Intel","OK","CM_PROB_NONE","SWD\DRIVERENUM\OEM_WMI_COMPONENT&4&22DA4739&0"
"Intel(R) Modern Standby IPF Extension Provider","SoftwareComponent","Intel","OK","CM_PROB_NONE","SWD\DRIVERENUM\{322D459E-4D85-49B2-A700-B7DF5808268C}#IPFEFPROVIDERCOMPONENT&5&2C393730&0"
"Intel(R) Optane(TM) Memory and Storage Management Component","SoftwareComponent","Intel Corporation","OK","CM_PROB_NONE","SWD\DRIVERENUM\{8541B81C-193B-4F91-A86B-53DF20C1974B}#RSTHSA&4&2F520E81&0"
"Intel(R) PCD Telemetry IPF Extension Provider","SoftwareComponent","Intel","Degraded","CM_PROB_NONE","SWD\DRIVERENUM\{D10BFA0C-8CB5-4674-8428-3633604B8C33}#IPFEFPROVIDERCOMPONENT&5&2C393730&0"
"Intel(R) PerfMon IPF Extension Provider","SoftwareComponent","Intel","Degraded","CM_PROB_NONE","SWD\DRIVERENUM\{F7BC2682-70EB-4557-B9E0-86B069B3709C}#IPFEFPROVIDERCOMPONENT&5&2C393730&0"
"Intel(R) PMT IPF Extension Provider","SoftwareComponent","Intel","Degraded","CM_PROB_NONE","SWD\DRIVERENUM\{943855CC-EDB2-421E-BF96-9D11D12E7430}#IPFEFPMTPROVIDERCOMPONENT&4&22E119FC&0"
"Intel(R) PPM Provisioning Package","SoftwareComponent","Intel","OK","CM_PROB_NONE","SWC\VID8086_PPM_PROVISIONING_B0650_1.0\00"
"Intel(R) SoC Thermal IPF Extension Provider","SoftwareComponent","Intel","Degraded","CM_PROB_NONE","SWD\DRIVERENUM\{03849B83-DE07-4366-ADDD-7B5DBB16ECFC}#IPFEFPROVIDERCOMPONENT&4&23556E4&0"
"Intel(R) System Config IPF Extension Provider","SoftwareComponent","Intel","OK","CM_PROB_NONE","SWD\DRIVERENUM\{F2D8C2CD-6407-49EE-8BD1-7213A57B87F6}#IPFEFPROVIDERCOMPONENT&5&2C393730&0"
"Intel(R) Wireless Manageability","SoftwareComponent","Intel","OK","CM_PROB_NONE","SWD\DRIVERENUM\{BABE2782-EB1B-46A7-871A-F043D3200542}#WIMAN_COMPONENT&4&22DA4739&0"
"intelliGo Audio Service Component","SoftwareComponent","intelliGo","OK","CM_PROB_NONE","SWD\DRIVERENUM\{CEDDD3B4-1C8D-4834-805D-9DCEFA53921F}#INTELLIGOAPOSVC&9&1EA0A8E3&0"
"intelliGo Audio Service Component","SoftwareComponent","intelliGo","OK","CM_PROB_NONE","SWD\DRIVERENUM\{CEDDD3B4-1C8D-4834-805D-9DCEFA53921F}#INTELLIGOAPOSVC&9&2D1483DF&0"
"Windows Studio Effects Camera","SoftwareComponent","Microsoft Corporation","OK","CM_PROB_NONE","SWD\DRIVERENUM\MEP_CAMERA_COMPONENT&5&3166E962&0"
"Windows Studio Effects Camera","SoftwareComponent","Microsoft Corporation","OK","CM_PROB_NONE","SWD\DRIVERENUM\MEP_CAMERA_COMPONENT&5&2817325F&0"
"Windows Studio Effects Driver","SoftwareComponent","Microsoft Corporation","OK","CM_PROB_NONE","SWD\DRIVERENUM\{2A02C5ED-9266-49C8-B117-74932A533D19}#VEN_8086_DEV_7D1D_COMPONENT&4&2F9B0937&0"
"Windows Studio Effects Driver","SoftwareComponent","Microsoft Corporation","OK","CM_PROB_NONE","SWD\DRIVERENUM\{6078D5D4-3BB5-44A2-A245-49E7F2ABBFAA}#VEN_8086_DEV_7D1D_COMPONENT&4&2F9B0937&0"
"Beatbox","SoftwareDevice"," ","Unknown","CM_PROB_PHANTOM","SWD\ASPINFRA\BEATBOX._DISPLAY._TCP.LOCAL"
"Bluetooth","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\RADIO\BLUETOOTH_C0A8109D15B0"
"Microsoft Device Association Root Enumerator","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\MSDAS\{CE958E9A-424F-4C88-86F4-11314821E75A}"
"Microsoft GS Wavetable Synth","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\MMDEVAPI\MICROSOFTGSWAVETABLESYNTH"
"Microsoft Passport Container Enumeration Bus","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\SCDEVICEENUMBUS\1"
"Microsoft Radio Device Enumeration Bus","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\RADIO\{3DB5895D-CC28-44B3-AD3D-6F01A782B8D2}"
"Microsoft RRAS Root Enumerator","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\MSRRAS\{5E259276-BC7E-40E3-B93B-8F89B5F3ABC0}"
"Pandorabox1","SoftwareDevice","KRAMER","Unknown","CM_PROB_PHANTOM","SWD\ASPINFRA\PANDORABOX1._DISPLAY._TCP.LOCAL"
"Smart Card Device Enumeration Bus","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\SCDEVICEENUMBUS\0"
"Wi-Fi","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\RADIO\{556D9BDF-D387-4AB9-BE4C-A7E220FAF218}"
"Windows Hello for Business 1","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\NGCDEVICEENUM\{DC3BF01D-2DBB-4626-B5CB-24709C65303F}"
"Windows Hello for Business 1","SoftwareDevice","Microsoft","OK","CM_PROB_NONE","SWD\SCDEVICEENUM\1_WINDOWS_HELLO_FOR_BUSINESS_1"
"ACPI Audio Compositor Device","System","Microsoft","OK","CM_PROB_NONE","ACPI\ACPI0018\2&DABA3FF&0"
"ACPI Lid","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0C0D\2&DABA3FF&0"
"ACPI Power Button","System","(Standard system devices)","Unknown","CM_PROB_PHANTOM","ACPI\PNP0C0C\2&DABA3FF&0"
"ACPI Processor Aggregator","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\ACPI000C\2&DABA3FF&0"
"ACPI Sleep Button","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0C0E\2&DABA3FF&0"
"ACPI Wake Alarm","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\ACPI000E\3&11583659&0"
"Charge Arbitration Driver","System","(Standard system devices)","OK","CM_PROB_NONE","ROOT\CAD\0000"
"Cirrus Jack Retasking Audio Module","System","Cirrus Logic SDCA XU Audio Device","OK","CM_PROB_NONE","XUCSME\JACKRETASKINGAUDIOMODULE\8&B098AAE&0&00"
"Cirrus Logic CS42L43","System","SoundWire Audio Multifunction Device","OK","CM_PROB_NONE","SOUNDWIRE\SDCA&MAN_01FA&PART_4243&VER_03&CID_00&LID_00&UID_00&SUBSYS_0CE81028\6&6FF7181&0&01424301FA000300"
"Composite Bus Enumerator","System","Microsoft","OK","CM_PROB_NONE","ROOT\COMPOSITEBUS\0000"
"Dell Peripheral Manager","System","Dell Inc.","OK","CM_PROB_NONE","ROOT\SYSTEM\0001"
"Docking Station","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\ABCD0000\SADDLESTRING"
"Generic Bus","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0A05\6"
"High precision event timer","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0103\0"
"Intel (R) LPC Controller/eSPI Controller - 7703","System","INTEL","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7703&SUBSYS_0CE81028&REV_00\3&11583659&0&F8"
"Intel (R) SMBus - 7722","System","INTEL","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7722&SUBSYS_0CE81028&REV_00\3&11583659&0&FC"
"Intel (R) SPI (flash) controller - 7723","System","INTEL","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7723&SUBSYS_0CE81028&REV_00\3&11583659&0&FD"
"Intel(R) GNA Scoring Accelerator module","System","Intel Corporation","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_774C&SUBSYS_0CE81028&REV_00\3&11583659&0&40"
"Intel(R) HECI Protocol Device","System","Intel","OK","CM_PROB_NONE","{95511210-D1F0-4091-B373-46FDCC5329F7}\ISH_HECI\4&2F564304&0&01"
"Intel(R) Innovation Platform Framework Extensible Framework","System","Intel","OK","CM_PROB_NONE","SWD\DRIVERENUM\IPFEFEXTCOMPONENT&4&23556E4&0"
"Intel(R) Innovation Platform Framework Generic Participant","System","Intel","OK","CM_PROB_NONE","ACPI\INTC1062\SEN3"
"Intel(R) Innovation Platform Framework Generic Participant","System","Intel","OK","CM_PROB_NONE","ACPI\INTC1062\SEN2"
"Intel(R) Innovation Platform Framework Generic Participant","System","Intel","OK","CM_PROB_NONE","ACPI\INTC1062\SEN1"
"Intel(R) Innovation Platform Framework Generic Participant","System","Intel","OK","CM_PROB_NONE","ACPI\INTC1062\SEN6"
"Intel(R) Innovation Platform Framework Generic Participant","System","Intel","OK","CM_PROB_NONE","ACPI\INTC1062\SEN4"
"Intel(R) Innovation Platform Framework Generic Participant","System","Intel","OK","CM_PROB_NONE","ACPI\INTC1062\SEN5"
"Intel(R) Innovation Platform Framework Manager","System","Intel","OK","CM_PROB_NONE","ACPI\INTC1042\IETM"
"Intel(R) Innovation Platform Framework PCH ACPI Participant","System","Intel","OK","CM_PROB_NONE","ACPI\INTC1064\TPCH"
"Intel(R) Innovation Platform Framework Processor Participant","System","Intel","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7D03&SUBSYS_0CE81028&REV_05\3&11583659&0&20"
"Intel(R) Integrated Sensor Solution","System","Intel","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7745&SUBSYS_0CE81028&REV_00\3&11583659&0&90"
"Intel(R) ISS HID Bus","System","(Standard system devices)","OK","CM_PROB_NONE","{45EA05A3-BF9D-4FF5-AA70-91A30F0739C7}\HECI_BUS\5&1C0DB8AC&0&"
"Intel(R) Management Engine Interface #1","System","Intel","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7770&SUBSYS_0CE81028&REV_00\3&11583659&0&B0"
"Intel(R) Platform Monitoring Technology (PMT) Driver","System","Intel(R) Platform Monitoring Technology (PMT) Device","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7D0D&SUBSYS_0CE81028&REV_01\3&11583659&0&50"
"Intel(R) Power Engine Plug-in","System","Intel Corporation","OK","CM_PROB_NONE","ACPI\INT33A1\1"
"Intel(R) Serial IO GPIO Host Controller - INTC105E","System","Intel Corporation","OK","CM_PROB_NONE","ACPI\INTC105E\2&DABA3FF&0"
"Intel(R) Serial IO I2C Host Controller - 7778","System","Intel Corporation","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7778&SUBSYS_0CE81028&REV_00\3&11583659&0&A8"
"Intel(R) Serial IO I2C Host Controller - 777B","System","Intel Corporation","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_777B&SUBSYS_0CE81028&REV_00\3&11583659&0&AB"
"Intel(R) Serial IO UART Host Controller - 7725","System","Intel Corporation","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7725&SUBSYS_0CE81028&REV_00\3&11583659&0&F0"
"Intel® Smart Sound Technology BUS","System","Intel(R) Corporation","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7728&SUBSYS_0CE81028&REV_00\3&11583659&0&FB"
"Intel® Smart Sound Technology Detection Verification","System","Intel(R) Corporation","OK","CM_PROB_NONE","INTELAUDIO\DIF_0000&UIF_0000&CTLR_DEV_7728&VEN_8086&DETECTIONVERIFICATION\5&32640736&1&DIF_0000&UIF_0000"
"Intel® Smart Sound Technology MIPI SoundWire® Controller","System","Intel(R) Corporation","OK","CM_PROB_NONE","INTELAUDIO\SDW_CTLR_DEV_7728&VEN_8086&DEV_0333\5&32640736&1"
"Intel® Smart Sound Technology OED","System","Intel(R) Corporation","OK","CM_PROB_NONE","INTELAUDIO\DSP_CTLR_DEV_7728&VEN_8086&DEV_0222&SUBSYS_0CE81028&REV_0000\4&417D3CC&0&0800DIF_000B&UIF_0000"
"Microsoft ACPI-Compliant Embedded Controller","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0C09\0"
"Microsoft ACPI-Compliant System","System","Microsoft","OK","CM_PROB_NONE","ACPI_HAL\PNP0C08\0"
"Microsoft Basic Display Driver","System","(Standard display types)","OK","CM_PROB_NONE","ROOT\BASICDISPLAY\0000"
"Microsoft Basic Render Driver","System","Microsoft","OK","CM_PROB_NONE","ROOT\BASICRENDER\0000"
"Microsoft Hyper-V Virtualization Infrastructure Driver","System","Microsoft","OK","CM_PROB_NONE","ROOT\VID\0000"
"Microsoft Hypervisor Service","System","Microsoft","OK","CM_PROB_NONE","ROOT\HVSERVICE\0000"
"Microsoft System Management BIOS Driver","System","(Standard system devices)","OK","CM_PROB_NONE","ROOT\MSSMBIOS\0000"
"Microsoft UEFI-Compliant System","System","Microsoft","OK","CM_PROB_NONE","ACPI_HAL\UEFI\0"
"Microsoft Virtual Drive Enumerator","System","Microsoft","OK","CM_PROB_NONE","ROOT\VDRVROOT\0000"
"Microsoft Windows Management Interface for ACPI","System","Microsoft","OK","CM_PROB_NONE","ACPI\PNP0C14\WAPW"
"Microsoft Windows Management Interface for ACPI","System","Microsoft","OK","CM_PROB_NONE","ACPI\PNP0C14\TESTDEV"
"Microsoft Windows Management Interface for ACPI","System","Microsoft","OK","CM_PROB_NONE","ACPI\PNP0C14\WMEC"
"Microsoft Windows Management Interface for ACPI","System","Microsoft","OK","CM_PROB_NONE","ACPI\PNP0C14\WBIQ"
"Microsoft Windows Management Interface for ACPI","System","Microsoft","OK","CM_PROB_NONE","ACPI\PNP0C14\DSARDEV"
"Microsoft Windows Management Interface for ACPI","System","Microsoft","OK","CM_PROB_NONE","ACPI\PNP0C14\WBAT"
"Microsoft Windows Management Interface for ACPI","System","Microsoft","OK","CM_PROB_NONE","ACPI\PNP0C14\ADDV"
"Microsoft Windows Management Interface for ACPI","System","Microsoft","OK","CM_PROB_NONE","ACPI\PNP0C14\0"
"Microsoft Windows Management Interface for ACPI","System","Microsoft","OK","CM_PROB_NONE","ACPI\PNP0C14\WMDG"
"Motherboard resources","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0C02\1"
"Motherboard resources","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\INTC109F\4&A107C53&0"
"Motherboard resources","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0C02\IOECLK"
"Motherboard resources","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0C02\2"
"Motherboard resources","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0C02\SOCCLK"
"Motherboard resources","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0C02\5"
"Motherboard resources","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\INT340E\2&DABA3FF&0"
"Motherboard resources","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0C02\IOTRAPS"
"NDIS Virtual Network Adapter Enumerator","System","Microsoft","OK","CM_PROB_NONE","ROOT\NDISVIRTUALBUS\0000"
"PCI Express Root Complex","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0A08\0"
"PCI Express Root Port","System","(Standard system devices)","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7EC7&SUBSYS_0CE81028&REV_10\3&11583659&0&3B"
"PCI Express Root Port","System","(Standard system devices)","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7EC6&SUBSYS_0CE81028&REV_10\3&11583659&0&38"
"PCI standard host CPU bridge","System","(Standard system devices)","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7D30&SUBSYS_0CE81028&REV_05\3&11583659&0&00"
"PCI standard RAM Controller","System","(Standard system devices)","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_777F&SUBSYS_0CE81028&REV_00\3&11583659&0&A2"
"Plug and Play Software Device Enumerator","System","(Standard system devices)","OK","CM_PROB_NONE","ROOT\SYSTEM\0000"
"Programmable interrupt controller","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0000\4&A107C53&0"
"Remote Desktop Camera Bus","System","Microsoft","OK","CM_PROB_NONE","UMB\UMB\1&841921D&0&RDCAMERA_BUS"
"Remote Desktop Device Redirector Bus","System","Microsoft","OK","CM_PROB_NONE","ROOT\RDPBUS\0000"
"Remote Desktop USB Hub","System","(Standard system devices)","OK","CM_PROB_NONE","TS_USB_HUB_ENUMERATOR\UMB\2&30D3618&0&TS_USB_HUB"
"System CMOS/real time clock","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0B00\4&A107C53&0"
"System timer","System","(Standard system devices)","OK","CM_PROB_NONE","ACPI\PNP0100\4&A107C53&0"
"UMBus Enumerator","System","Microsoft","OK","CM_PROB_NONE","UMB\UMB\1&841921D&0&TERMINPUT_BUS"
"UMBus Enumerator","System","Microsoft","OK","CM_PROB_NONE","UMB\UMB\1&841921D&0&TS_USB_HUB_ENUMERATOR"
"UMBus Enumerator","System","Microsoft","OK","CM_PROB_NONE","UMB\UMB\1&841921D&0&TSBUS"
"UMBus Root Bus Enumerator","System","Microsoft","OK","CM_PROB_NONE","ROOT\UMBUS\0000"
"Volume Manager","System","Microsoft","OK","CM_PROB_NONE","ROOT\VOLMGR\0000"
"XuCsMe Microphone(Ext)","System","Cirrus Logic SDCA XU Audio Device","OK","CM_PROB_NONE","XUCSME\EXTENSIONMICROPHONE\8&B76481&0&00"
"XuCsMe Microphone(Ext)","System","Cirrus Logic SDCA XU Audio Device","OK","CM_PROB_NONE","XUCSME\EXTENSIONMICROPHONE\8&B098AAE&0&00"
"XuCsMe Speaker(Ext)","System","Cirrus Logic SDCA XU Audio Device","OK","CM_PROB_NONE","XUCSME\EXTENSIONSPEAKER\8&B098AAE&0&00"
"XuCsMe Speaker(Ext)","System","Cirrus Logic SDCA XU Audio Device","OK","CM_PROB_NONE","XUCSME\EXTENSIONSPEAKER\8&B83798C&0&00"
"UCM-UCSI ACPI Device","UCM","Microsoft","OK","CM_PROB_NONE","ACPI\USBC000\1"
"Generic SuperSpeed USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_1D5C&PID_5500\5&266331BC&0&4"
"Generic SuperSpeed USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_5806\5&266331BC&0&4"
"Generic SuperSpeed USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_5806\5&266331BC&0&5"
"Generic SuperSpeed USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_1D5C&PID_5500\5&266331BC&0&5"
"Generic SuperSpeed USB Hub","USB","(Standard USB HUBs)","OK","CM_PROB_NONE","USB\VID_0424&PID_7216\6&2F275B41&0&4"
"Generic SuperSpeed USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_7206\5&266331BC&0&5"
"Generic SuperSpeed USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_7216\6&1C6DAA9C&0&4"
"Generic SuperSpeed USB Hub","USB","(Standard USB HUBs)","OK","CM_PROB_NONE","USB\VID_0424&PID_7206\5&266331BC&0&4"
"Generic USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_2806\5&2DC84FBA&0&1"
"Generic USB Hub","USB","(Standard USB HUBs)","OK","CM_PROB_NONE","USB\VID_0424&PID_4216\6&27C8C08E&0&4"
"Generic USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_4216\6&3A827133&0&4"
"Generic USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_2806\5&2DC84FBA&0&2"
"Generic USB Hub","USB","(Standard USB HUBs)","OK","CM_PROB_NONE","USB\VID_0424&PID_4206\5&2DC84FBA&0&1"
"Generic USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_1D5C&PID_5510\5&2DC84FBA&0&1"
"Generic USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_1D5C&PID_5510\5&2DC84FBA&0&2"
"Generic USB Hub","USB","(Standard USB HUBs)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_4206\5&2DC84FBA&0&2"
"Intel(R) USB 3.20 eXtensible Host Controller - 1.20 (Microsoft)","USB","Generic USB xHCI Host Controller","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_777D&SUBSYS_0CE81028&REV_00\3&11583659&0&A0"
"Intel(R) USB 3.20 eXtensible Host Controller - 1.20 (Microsoft)","USB","Generic USB xHCI Host Controller","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7EC0&SUBSYS_0CE81028&REV_10\3&11583659&0&68"
"TSC TE244","USB","Microsoft","Unknown","CM_PROB_PHANTOM","USB\VID_1203&PID_0272\000001"
